Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex,pet_id
9.0,Great Pyrenees Mix,,White,Transfer,Negative,Neutered,Male,9254
12.0,Great Pyrenees Mix,,White,Transfer,Negative,Neutered,Male,9255
12.0,Great Pyrenees Mix,,White/Brown,Transfer,Negative,Neutered,Male,9256
24.0,Great Pyrenees Mix,,White/Buff,Transfer,Negative,Neutered,Male,9257
24.0,Great Pyrenees Mix,,White,Transfer,Negative,Neutered,Male,9258
60.0,Great Pyrenees Mix,,White,Transfer,Negative,Neutered,Male,9259
5.0,Great Pyrenees Mix,,White,Transfer,Negative,Spayed,Female,9260
4.0,Great Pyrenees Mix,,White/Buff,Transfer,Negative,Spayed,Female,9261
12.0,Great Pyrenees Mix,,White,Transfer,Negative,Spayed,Female,9262
36.0,Great Pyrenees Mix,,White,Transfer,Negative,Spayed,Female,9263
24.0,Great Pyrenees Mix,,White,Transfer,Negative,Spayed,Female,9264
1.0,Great Pyrenees,,White,Transfer,Negative,Intact,Female,9265
2.0,Great Pyrenees,,White,Transfer,Negative,Intact,Male,9266
2.0,Great Pyrenees,,White,Transfer,Negative,Intact,Female,9267
2.0,Great Pyrenees,,White,Transfer,Negative,Intact,Female,9268
12.0,Great Pyrenees,,White,Transfer,Negative,Intact,Female,9269
36.0,Great Pyrenees,,White,Transfer,Negative,Intact,Female,9270
12.0,Great Pyrenees,,White,Transfer,Negative,Neutered,Male,9271
36.0,Great Pyrenees,,Tricolor/White,Transfer,Negative,Neutered,Male,9272
60.0,Great Pyrenees,,White,Transfer,Negative,Neutered,Male,9273
12.0,Great Pyrenees,,White,Transfer,Negative,Spayed,Female,9274
8.0,Great Dane,Labrador Retriever,Brown Brindle/White,Transfer,Negative,Neutered,Male,9275
9.0,Great Dane,German Shepherd,Brown,Transfer,Negative,Neutered,Male,9276
7.0,Great Dane Mix,,Black/White,Transfer,Negative,Intact,Male,9277
4.0,Great Dane Mix,,Blue/White,Transfer,Negative,Intact,Male,9278
12.0,Great Dane Mix,,Blue,Transfer,Negative,Neutered,Male,9279
24.0,Great Dane Mix,,Gray/White,Transfer,Negative,Neutered,Male,9280
36.0,Great Dane Mix,,Black/White,Transfer,Negative,Neutered,Male,9281
72.0,Great Dane Mix,,White/Black,Transfer,Negative,Neutered,Male,9282
72.0,Great Dane Mix,,Blue Merle/White,Transfer,Negative,Spayed,Female,9283
60.0,Great Dane,,Black/White,Transfer,Negative,Spayed,Female,9284
84.0,Great Dane,,Black/White,Transfer,Negative,Spayed,Female,9285
48.0,Great Dane,,Black,Transfer,Negative,Spayed,Female,9286
36.0,Great Dane,,Black/White,Transfer,Negative,Spayed,Female,9287
5.0,Golden Retriever,Whippet,Red/Gold,Transfer,Negative,Intact,Male,9288
8.0,Golden Retriever,Labrador Retriever,Gold,Transfer,Negative,Spayed,Female,9289
24.0,Golden Retriever,Labrador Retriever,Red,Transfer,Negative,Spayed,Female,9290
24.0,Golden Retriever,Great Pyrenees,Cream,Transfer,Negative,Spayed,Female,9291
48.0,Golden Retriever,German Shepherd,Red/Black,Transfer,Negative,Neutered,Male,9292
1.0,Golden Retriever,Chow Chow,Tan/White,Transfer,Negative,Intact,Male,9293
24.0,Golden Retriever,Chow Chow,Red/White,Transfer,Negative,Neutered,Male,9294
11.0,Golden Retriever Mix,,Red,Transfer,Negative,Intact,Female,9295
6.0,Golden Retriever Mix,,Tan,Transfer,Negative,Intact,Female,9296
4.0,Golden Retriever Mix,,Gold,Transfer,Negative,Intact,Female,9297
6.0,Golden Retriever Mix,,Cream,Transfer,Negative,Intact,Female,9298
5.0,Golden Retriever Mix,,Yellow,Transfer,Negative,Intact,Male,9299
6.0,Golden Retriever Mix,,Red,Transfer,Negative,Intact,Male,9300
2.0,Golden Retriever Mix,,Gold,Transfer,Negative,Intact,Male,9301
36.0,Golden Retriever Mix,,Red,Transfer,Negative,Intact,Male,9302
84.0,Golden Retriever Mix,,Gold,Transfer,Negative,Neutered,Male,9303
36.0,Golden Retriever Mix,,Red,Transfer,Negative,Neutered,Male,9304
36.0,Golden Retriever Mix,,Red,Transfer,Negative,Neutered,Male,9305
12.0,Golden Retriever,,Red,Transfer,Negative,Intact,Male,9306
12.0,Golden Retriever,,Gold/Buff,Transfer,Negative,Intact,Male,9307
48.0,Golden Retriever,,Tan,Transfer,Negative,Intact,Male,9308
120.0,Golden Retriever,,Gold/White,Transfer,Negative,Intact,Male,9309
108.0,Golden Retriever,,Red,Transfer,Negative,Intact,Male,9310
48.0,Golden Retriever,,Gold,Transfer,Negative,Spayed,Female,9311
10.0,Glen Of Imaal Mix,,Buff,Transfer,Negative,Neutered,Male,9312
24.0,German Wirehaired Pointer,,Blue Tick,Transfer,Negative,Spayed,Female,9313
6.0,German Shorthair Pointer Mix,,White/Tan,Transfer,Negative,Intact,Male,9314
12.0,German Shorthair Pointer Mix,,Liver/White,Transfer,Negative,Neutered,Male,9315
24.0,German Shorthair Pointer Mix,,Black/Blue Merle,Transfer,Negative,Neutered,Male,9316
6.0,German Shorthair Pointer Mix,,Liver Tick,Transfer,Negative,Spayed,Female,9317
24.0,German Shorthair Pointer,,Liver Tick/White,Transfer,Negative,Neutered,Male,9318
48.0,German Shepherd,Rottweiler,Chocolate/Tan,Transfer,Negative,Neutered,Male,9319
12.0,German Shepherd,Pit Bull,Brown Brindle/White,Transfer,Negative,Spayed,Female,9320
1.0,German Shepherd,Mastiff,Tan/Black,Transfer,Negative,Intact,Female,9321
1.0,German Shepherd,Mastiff,Tan/White,Transfer,Negative,Intact,Male,9322
1.0,German Shepherd,Labrador Retriever,Black/White,Transfer,Negative,Intact,Female,9323
1.0,German Shepherd,Labrador Retriever,Brown/Black,Transfer,Negative,Intact,Male,9324
1.0,German Shepherd,Labrador Retriever,Black/White,Transfer,Negative,Intact,Male,9325
2.0,German Shepherd,Labrador Retriever,Red/Black,Transfer,Negative,Intact,Female,9326
2.0,German Shepherd,Labrador Retriever,Brown,Transfer,Negative,Intact,Female,9327
6.0,German Shepherd,Labrador Retriever,Black,Transfer,Negative,Neutered,Male,9328
6.0,German Shepherd,Labrador Retriever,Black/White,Transfer,Negative,Neutered,Male,9329
24.0,German Shepherd,Labrador Retriever,Brown,Transfer,Negative,Spayed,Female,9330
84.0,German Shepherd,Labrador Retriever,White,Transfer,Negative,Spayed,Female,9331
84.0,German Shepherd,Collie Rough,Brown/Black,Transfer,Negative,Spayed,Female,9332
24.0,German Shepherd,Chow Chow,Black/Brown,Transfer,Negative,Intact,Male,9333
4.0,German Shepherd,Chow Chow,Black/Tricolor,Transfer,Negative,Neutered,Male,9334
6.0,German Shepherd,Chinese Sharpei,Sable/White,Transfer,Negative,Intact,Male,9335
24.0,German Shepherd,Chinese Sharpei,Tan,Transfer,Negative,Spayed,Female,9336
1.0,German Shepherd,Cardigan Welsh Corgi,Tricolor,Transfer,Negative,Intact,Male,9337
1.0,German Shepherd,Cardigan Welsh Corgi,Tricolor,Transfer,Negative,Intact,Male,9338
1.0,German Shepherd,Boxer,Brown/Black,Transfer,Negative,Intact,Female,9339
1.0,German Shepherd,Boxer,Tricolor,Transfer,Negative,Intact,Female,9340
1.0,German Shepherd,Boxer,Sable,Transfer,Negative,Intact,Male,9341
1.0,German Shepherd,Boxer,Sable/White,Transfer,Negative,Intact,Female,9342
10.0,German Shepherd,Border Collie,Black/Brown,Transfer,Negative,Intact,Male,9343
3.0,German Shepherd,Australian Cattle Dog,Red Tick/White,Transfer,Negative,Neutered,Male,9344
60.0,German Shepherd,Alaskan Malamute,White,Transfer,Negative,Neutered,Male,9345
10.0,German Shepherd,Alaskan Husky,Red,Transfer,Negative,Spayed,Female,9346
0.07,German Shepherd Mix,,Black/White,Transfer,Negative,Intact,Male,9347
0.07,German Shepherd Mix,,Chocolate,Transfer,Negative,Intact,Male,9348
0.07,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Male,9349
0.07,German Shepherd Mix,,Chocolate,Transfer,Negative,Intact,Male,9350
1.0,German Shepherd Mix,,Red,Transfer,Negative,Intact,Female,9351
1.0,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Male,9352
1.0,German Shepherd Mix,,Tan,Transfer,Negative,Intact,Male,9353
1.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Female,9354
1.0,German Shepherd Mix,,Tricolor,Transfer,Negative,Intact,Male,9355
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Intact,Male,9356
1.0,German Shepherd Mix,,Fawn,Transfer,Negative,Intact,Female,9357
1.0,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Female,9358
1.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Male,9359
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Intact,Female,9360
1.0,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Female,9361
1.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Male,9362
1.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Male,9363
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Intact,Male,9364
1.0,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Male,9365
1.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Female,9366
1.0,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Female,9367
1.0,German Shepherd Mix,,Sable/Black,Transfer,Negative,Intact,Female,9368
1.0,German Shepherd Mix,,Fawn,Transfer,Negative,Intact,Male,9369
1.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Female,9370
1.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Female,9371
2.0,German Shepherd Mix,,White,Transfer,Negative,Intact,Female,9372
3.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Female,9373
2.0,German Shepherd Mix,,Black/Red,Transfer,Negative,Intact,Female,9374
4.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Female,9375
2.0,German Shepherd Mix,,White,Transfer,Negative,Intact,Female,9376
4.0,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Male,9377
5.0,German Shepherd Mix,,White,Transfer,Negative,Intact,Male,9378
2.0,German Shepherd Mix,,Sable/Brown,Transfer,Negative,Intact,Male,9379
9.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Male,9380
11.0,German Shepherd Mix,,Tricolor,Transfer,Negative,Intact,Female,9381
3.0,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Female,9382
5.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Female,9383
2.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Male,9384
8.0,German Shepherd Mix,,Tan/Black,Transfer,Negative,Intact,Male,9385
4.0,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Male,9386
5.0,German Shepherd Mix,,Tricolor,Transfer,Negative,Intact,Female,9387
2.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Male,9388
5.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Female,9389
2.0,German Shepherd Mix,,Black/Cream,Transfer,Negative,Intact,Female,9390
2.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Male,9391
3.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Female,9392
2.0,German Shepherd Mix,,Sable/White,Transfer,Negative,Intact,Male,9393
0.25,German Shepherd Mix,,Tan,Transfer,Negative,Intact,Male,9394
0.25,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Male,9395
0.25,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Male,9396
0.25,German Shepherd Mix,,Sable,Transfer,Negative,Intact,Female,9397
12.0,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Male,9398
12.0,German Shepherd Mix,,Tan,Transfer,Negative,Intact,Female,9399
12.0,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Male,9400
36.0,German Shepherd Mix,,Brown,Transfer,Negative,Intact,Male,9401
36.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Intact,Female,9402
36.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Female,9403
96.0,German Shepherd Mix,,Red/Black,Transfer,Negative,Intact,Male,9404
24.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Intact,Male,9405
36.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Male,9406
144.0,German Shepherd Mix,,Tan,Transfer,Negative,Intact,Female,9407
132.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Male,9408
36.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Intact,Male,9409
24.0,German Shepherd Mix,,Brown/White,Transfer,Negative,Intact,Male,9410
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Neutered,Male,9411
10.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9412
7.0,German Shepherd Mix,,White/Black,Transfer,Negative,Neutered,Male,9413
9.0,German Shepherd Mix,,Tan/Brown,Transfer,Negative,Neutered,Male,9414
2.0,German Shepherd Mix,,Tan/Black,Transfer,Negative,Neutered,Male,9415
5.0,German Shepherd Mix,,White,Transfer,Negative,Neutered,Male,9416
2.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9417
2.0,German Shepherd Mix,,Fawn/Black,Transfer,Negative,Neutered,Male,9418
5.0,German Shepherd Mix,,Tricolor,Transfer,Negative,Neutered,Male,9419
10.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9420
4.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9421
12.0,German Shepherd Mix,,Brown/White,Transfer,Negative,Neutered,Male,9422
12.0,German Shepherd Mix,,Brown,Transfer,Negative,Neutered,Male,9423
12.0,German Shepherd Mix,,Tan,Transfer,Negative,Neutered,Male,9424
12.0,German Shepherd Mix,,Chocolate/Tan,Transfer,Negative,Neutered,Male,9425
12.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9426
12.0,German Shepherd Mix,,Sable/Tan,Transfer,Negative,Neutered,Male,9427
12.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9428
24.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9429
96.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Neutered,Male,9430
24.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Neutered,Male,9431
108.0,German Shepherd Mix,,Red/Black,Transfer,Negative,Neutered,Male,9432
120.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Neutered,Male,9433
36.0,German Shepherd Mix,,Sable,Transfer,Negative,Neutered,Male,9434
24.0,German Shepherd Mix,,Tan/Black,Transfer,Negative,Neutered,Male,9435
24.0,German Shepherd Mix,,Tricolor,Transfer,Negative,Neutered,Male,9436
24.0,German Shepherd Mix,,Sable,Transfer,Negative,Neutered,Male,9437
48.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Neutered,Male,9438
60.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Neutered,Male,9439
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9440
1.0,German Shepherd Mix,,Tricolor/White,Transfer,Negative,Spayed,Female,9441
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9442
1.0,German Shepherd Mix,,Tricolor,Transfer,Negative,Spayed,Female,9443
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9444
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9445
1.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9446
1.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9447
2.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Spayed,Female,9448
8.0,German Shepherd Mix,,Brown/Brown,Transfer,Negative,Spayed,Female,9449
6.0,German Shepherd Mix,,Brown Brindle,Transfer,Negative,Spayed,Female,9450
6.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Spayed,Female,9451
6.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9452
3.0,German Shepherd Mix,,Tan/Black,Transfer,Negative,Spayed,Female,9453
7.0,German Shepherd Mix,,Red Tick,Transfer,Negative,Spayed,Female,9454
12.0,German Shepherd Mix,,Tan/Black,Transfer,Negative,Spayed,Female,9455
12.0,German Shepherd Mix,,Tan/White,Transfer,Negative,Spayed,Female,9456
12.0,German Shepherd Mix,,White,Transfer,Negative,Spayed,Female,9457
12.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9458
12.0,German Shepherd Mix,,Red,Transfer,Negative,Spayed,Female,9459
12.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9460
48.0,German Shepherd Mix,,White,Transfer,Negative,Spayed,Female,9461
144.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9462
24.0,German Shepherd Mix,,Sable,Transfer,Negative,Spayed,Female,9463
24.0,German Shepherd Mix,,Sable,Transfer,Negative,Spayed,Female,9464
36.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Spayed,Female,9465
36.0,German Shepherd Mix,,Black,Transfer,Negative,Spayed,Female,9466
24.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9467
24.0,German Shepherd Mix,,Black/Brown Brindle,Transfer,Negative,Spayed,Female,9468
96.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9469
24.0,German Shepherd Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9470
72.0,German Shepherd Mix,,Sable,Transfer,Negative,Spayed,Female,9471
36.0,German Shepherd Mix,,Black/White,Transfer,Negative,Spayed,Female,9472
24.0,German Shepherd Mix,,Black/Brown,Transfer,Negative,Spayed,Female,9473
24.0,German Shepherd Mix,,Brown/Black,Transfer,Negative,Spayed,Female,9474
24.0,German Shepherd Mix,,Tan/Brown,Transfer,Negative,Spayed,Female,9475
108.0,German Shepherd Mix,,Sable,Transfer,Negative,Spayed,Female,9476
2.0,German Shepherd,,Black/Tan,Transfer,Negative,Intact,Female,9477
4.0,German Shepherd,,Tan/Black,Transfer,Negative,Intact,Male,9478
6.0,German Shepherd,,Brown/Black,Transfer,Negative,Intact,Female,9479
12.0,German Shepherd,,Black/Tan,Transfer,Negative,Intact,Male,9480
12.0,German Shepherd,,Black/Tan,Transfer,Negative,Intact,Male,9481
12.0,German Shepherd,,Brown/Black,Transfer,Negative,Intact,Male,9482
24.0,German Shepherd,,Black/Brown,Transfer,Negative,Intact,Female,9483
84.0,German Shepherd,,Sable,Transfer,Negative,Intact,Male,9484
48.0,German Shepherd,,Brown/Black,Transfer,Negative,Intact,Male,9485
12.0,German Shepherd,,Sable/Brown,Transfer,Negative,Neutered,Male,9486
48.0,German Shepherd,,Brown/Black,Transfer,Negative,Neutered,Male,9487
60.0,German Shepherd,,Black/Tan,Transfer,Negative,Neutered,Male,9488
120.0,German Shepherd,,Black/Brown,Transfer,Negative,Neutered,Male,9489
72.0,German Shepherd,,Black/Brown,Transfer,Negative,Neutered,Male,9490
120.0,German Shepherd,,Black/Brown,Transfer,Negative,Neutered,Male,9491
12.0,German Shepherd,,Brown/Black,Transfer,Negative,Spayed,Female,9492
12.0,German Shepherd,,Black,Transfer,Negative,Spayed,Female,9493
36.0,German Shepherd,,Black,Transfer,Negative,Spayed,Female,9494
10.0,German Pinscher,Whippet,Black/Tan,Transfer,Negative,Neutered,Male,9495
11.0,German Pinscher Mix,,Brown,Transfer,Negative,Neutered,Male,9496
24.0,French Bulldog,Chihuahua Shorthair,Black/Red,Transfer,Negative,Neutered,Male,9497
12.0,French Bulldog Mix,,Tan/White,Transfer,Negative,Neutered,Male,9498
60.0,French Bulldog Mix,,Brown Brindle/White,Transfer,Negative,Neutered,Male,9499
1.0,Flat Coat Retriever,Pit Bull,Blue/White,Transfer,Negative,Intact,Female,9500
1.0,Flat Coat Retriever,Pit Bull,Buff/White,Transfer,Negative,Intact,Female,9501
144.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Intact,Female,9502
10.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9503
12.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9504
12.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9505
12.0,Flat Coat Retriever Mix,,Black/Brown Brindle,Transfer,Negative,Neutered,Male,9506
24.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9507
12.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9508
24.0,Flat Coat Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9509
60.0,Flat Coat Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9510
24.0,Flat Coat Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9511
24.0,Finnish Spitz Mix,,White,Transfer,Negative,Spayed,Female,9512
24.0,Field Spaniel Mix,,Black/Brown,Transfer,Negative,Neutered,Male,9513
6.0,Entlebucher Mix,,Black/Tan,Transfer,Negative,Intact,Male,9514
24.0,English Springer Spaniel,Cardigan Welsh Corgi,Brown Brindle/White,Transfer,Negative,Spayed,Female,9515
36.0,English Springer Spaniel Mix,,White/Black,Transfer,Negative,Spayed,Female,9516
24.0,English Setter Mix,,White/Brown,Transfer,Negative,Intact,Male,9517
12.0,English Pointer Mix,,Brown/White,Transfer,Negative,Neutered,Male,9518
2.0,English Foxhound,,Buff,Transfer,Negative,Intact,Female,9519
48.0,English Bulldog,Pit Bull,White/Tan,Transfer,Negative,Intact,Female,9520
36.0,English Bulldog Mix,,Black Brindle,Transfer,Negative,Intact,Female,9521
36.0,English Bulldog Mix,,White,Transfer,Negative,Neutered,Male,9522
48.0,English Bulldog Mix,,Brown/White,Transfer,Negative,Neutered,Male,9523
84.0,English Bulldog,,Tan/White,Transfer,Negative,Intact,Male,9524
60.0,English Bulldog,,White,Transfer,Negative,Intact,Male,9525
5.0,Dutch Shepherd Mix,,Tricolor,Transfer,Negative,Intact,Female,9526
24.0,Dutch Shepherd Mix,,Brown Brindle,Transfer,Negative,Spayed,Female,9527
24.0,Dogue De Bordeaux Mix,,Red/White,Transfer,Negative,Neutered,Male,9528
12.0,Dogo Argentino Mix,,White,Transfer,Negative,Intact,Female,9529
11.0,Dogo Argentino Mix,,White,Transfer,Negative,Neutered,Male,9530
24.0,Dogo Argentino Mix,,White,Transfer,Negative,Neutered,Male,9531
156.0,Dogo Argentino Mix,,White/Black,Transfer,Negative,Neutered,Male,9532
24.0,Dogo Argentino Mix,,White/Black,Transfer,Negative,Neutered,Male,9533
