,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
22219,A674877,,2014-03-23 17:08:00,Transfer,Partner,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Black/White
22220,A719149,Paris,2016-01-25 18:03:00,Return_to_owner,,Dog,Spayed Female,2 years,Miniature Schnauzer,Black
22222,A721038,Kiah,2016-02-21 11:12:00,Return_to_owner,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
22224,A703313,T.C.,2015-07-09 19:01:00,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/White
22225,A669293,Mini Mouse,2013-12-23 16:49:00,Adoption,,Dog,Spayed Female,4 years,Newfoundland/Labrador Retriever,Black/Brown
22226,A673251,Louie,2014-03-08 14:37:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Wire Hair Fox Terrier,Brown/White
22227,A683191,Dagwood,2014-07-18 14:27:00,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Black/Tan
22228,A708030,Bella,2015-07-27 17:11:00,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Brown
22229,A669652,,2013-12-29 16:06:00,Transfer,Partner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan
22232,A716265,Taz,2015-11-18 18:07:00,Return_to_owner,,Dog,Intact Male,5 months,Pug Mix,Tan
22233,A664941,Tequila,2015-04-15 15:27:00,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Red/White
22234,A540828,Sir,2015-09-01 12:02:00,Return_to_owner,,Dog,Intact Male,8 years,Pit Bull,Blue/White
22235,A683564,,2014-07-16 13:37:00,Transfer,Partner,Dog,Neutered Male,3 years,Lhasa Apso Mix,White
22236,A668715,,2014-01-15 12:15:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Chocolate/White
22237,A672554,Hero,2014-03-15 13:59:00,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog/American Staffordshire Terrier,Brown Brindle
22238,A683111,Bonnie,2014-10-20 13:01:00,Return_to_owner,,Dog,Spayed Female,6 years,German Shepherd Mix,Brown/Black
22240,A694661,Percy,2015-02-05 18:07:00,Adoption,,Dog,Neutered Male,10 months,Australian Cattle Dog/Pit Bull,Black/White
22245,A692495,Little Mama,2015-08-29 14:04:00,Adoption,Offsite,Dog,Spayed Female,11 months,Chihuahua Shorthair Mix,Black/Brown
22246,A685922,,2014-08-18 17:45:00,Adoption,,Dog,Spayed Female,4 months,German Shepherd Mix,Brown/Black
22248,A619157,Zebra,2015-02-03 17:12:00,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle/White
22250,A693851,,2014-12-15 17:53:00,Euthanasia,Suffering,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Black/White
22251,A709034,Mocha,2015-08-04 12:24:00,Return_to_owner,,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Brown/Black
22252,A677732,Chloe,2014-04-28 16:31:00,Return_to_owner,,Dog,Intact Female,4 years,Miniature Schnauzer/Miniature Poodle,White
22255,A665376,,2013-10-20 13:35:00,Euthanasia,Suffering,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan/White
22256,A679605,,2014-05-23 16:24:00,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown/Chocolate
22257,A645447,Juanito,2013-10-10 11:18:00,Transfer,Partner,Dog,Neutered Male,4 years,Boxer Mix,Red/White
22260,A689521,Harley,2014-10-09 11:39:00,Return_to_owner,,Dog,Intact Female,5 years,Labrador Retriever Mix,Chocolate
22261,A669798,Clifford,2014-06-29 14:48:00,Transfer,Partner,Dog,Neutered Male,2 years,Mastiff Mix,Red/White
22263,A665365,Mariposa,2014-06-21 17:12:00,Return_to_owner,,Dog,Spayed Female,2 years,Jack Russell Terrier Mix,White
22265,A714493,Kibby,2015-11-03 11:22:00,Return_to_owner,,Dog,Spayed Female,14 years,Chow Chow Mix,Brown
22267,A701007,Eloise,2015-05-03 19:35:00,Adoption,Offsite,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black
22268,A718092,,2015-12-23 14:13:00,Return_to_owner,,Dog,Spayed Female,8 years,Manchester Terrier Mix,Black/Tan
22269,A712726,Rigby,2015-10-05 18:04:00,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/White
22270,A685415,,2014-08-11 17:15:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Cream
22272,A673656,Parvati,2014-03-09 18:02:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown
22274,A713061,Herlinda,2015-10-12 12:18:00,Transfer,Partner,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black/White
22275,A695521,Nacho,2015-01-21 17:15:00,Adoption,,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Brown
22276,A711620,Lily,2015-09-13 17:25:00,Adoption,,Dog,Spayed Female,4 months,Australian Kelpie Mix,Black/White
22277,A700856,Suzie,2015-04-23 16:08:00,Return_to_owner,,Dog,Spayed Female,3 years,Shih Tzu,Brown/White
22278,A677017,Sasha,2014-04-18 18:15:00,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair,Tricolor
22279,A665992,Ollie,2013-12-09 12:26:00,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/White
22280,A674632,Roja,2014-03-20 14:53:00,Adoption,,Dog,Spayed Female,9 years,Dachshund,Red
22281,A703935,Jack,2015-05-31 14:19:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan
22282,A705554,,2015-06-18 19:27:00,Transfer,Partner,Dog,Unknown,4 weeks,Border Collie Mix,Black/White
22283,A698431,,2015-03-11 16:42:00,Euthanasia,Suffering,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown
22286,A587190,Ruby,2014-02-09 12:16:00,Return_to_owner,,Dog,Spayed Female,7 years,Brittany Mix,White/Red
22288,A683181,Buck,2014-07-09 16:32:00,Return_to_owner,,Dog,Neutered Male,7 years,Jack Russell Terrier Mix,White/Tan
22293,A707232,Dulce,2015-07-21 16:33:00,Return_to_owner,,Dog,Spayed Female,5 years,Jack Russell Terrier/Chihuahua Shorthair,White/Brown
22299,A701284,Colt,2015-05-27 15:26:00,Adoption,,Dog,Neutered Male,3 years,Bloodhound Mix,Red/Black
22302,A687218,,2014-09-07 16:30:00,Transfer,Partner,Dog,Neutered Male,2 months,Border Collie Mix,Black/White
22304,A713771,Roxie,2015-10-16 19:03:00,Adoption,,Dog,Spayed Female,10 months,Boxer Mix,Fawn/White
22305,A657811,Blackie,2014-08-20 12:19:00,Transfer,Partner,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Brown
22308,A674190,Rick,2014-03-27 12:12:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Tan/White
22309,A673367,Smokey,2014-02-24 17:07:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Tan
22310,A692162,Diego,2014-11-23 15:30:00,Adoption,,Dog,Neutered Male,5 months,Pit Bull Mix,Brown/White
22311,A714420,Claude,2015-11-09 14:42:00,Transfer,Partner,Dog,Neutered Male,1 year,Catahoula/Whippet,Brown
22315,A693597,Charlie,2014-12-19 13:37:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
22317,A698523,Hercules,2015-06-13 14:58:00,Return_to_owner,,Dog,Neutered Male,11 months,Australian Shepherd Mix,Blue Merle/Tan
22318,A678398,Unique,2014-05-08 16:10:00,Euthanasia,Suffering,Dog,Intact Female,10 years,Rottweiler Mix,Black/Tan
22319,A669224,Levi,2014-02-25 11:05:00,Adoption,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Black/White
22320,A692782,Gunner,2014-12-03 18:04:00,Transfer,Partner,Dog,Intact Male,3 years,Labrador Retriever Mix,Blue/White
22322,A716609,,2015-11-23 18:33:00,Return_to_owner,,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Brown
22323,A664309,Romo,2013-10-16 17:07:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
22327,A583494,Chapelle,2015-10-05 18:29:00,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund Mix,Tricolor
22330,A687215,Hannah,2014-09-03 17:04:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown
22332,A702695,Caney,2015-07-12 13:48:00,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Red/Black
22333,A719228,,2016-01-18 15:10:00,Transfer,Partner,Dog,Intact Male,3 months,Labrador Retriever Mix,Black
22334,A664287,Daisy,2013-10-06 17:27:00,Adoption,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Brown/White
22335,A698532,Misty,2015-03-13 18:30:00,Return_to_owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tan
22338,A665669,Bozo,2013-12-17 11:43:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black
22339,A664992,,2013-10-15 13:27:00,Transfer,Partner,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Brown/Black
22342,A668449,Riley,2013-12-04 15:16:00,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd/Siberian Husky,Sable
22345,A665918,Panda,2014-02-23 15:26:00,Adoption,,Dog,Neutered Male,11 months,Flat Coat Retriever Mix,Black/White
22347,A655647,Minnie,2014-08-23 17:12:00,Transfer,Partner,Dog,Spayed Female,1 year,Irish Terrier Mix,Black/Tan
22348,A670640,Buckley,2014-01-16 10:17:00,Return_to_owner,,Dog,Intact Male,11 years,Beagle Mix,Tan/White
22351,A682792,Flo,2014-08-16 12:04:00,Transfer,Partner,Dog,Spayed Female,11 months,American Pit Bull Terrier Mix,Black/White
22355,A686697,Sandy Boy,2014-10-13 14:31:00,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
22356,A686843,Stella,2016-02-17 00:00:00,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
22357,A702727,Scully,2015-08-23 13:18:00,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow
22358,A640768,Eros,2014-12-06 18:04:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Blue/White
22359,A717470,Mork,2015-12-13 14:03:00,Transfer,Partner,Dog,Intact Male,2 months,Mastiff/Chinese Sharpei,White/Black
22360,A658825,Tiny,2013-10-02 19:02:00,Return_to_owner,,Dog,Neutered Male,9 years,Boxer Mix,Tan/White
22363,A698340,Gizmo,2015-08-13 16:07:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair/Pembroke Welsh Corgi,Brown/White
22367,A677741,Missy,2014-04-29 13:40:00,Return_to_owner,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
22368,A712098,Jazz,2015-11-13 11:53:00,Transfer,Partner,Dog,Spayed Female,3 years,Rat Terrier Mix,White/Tricolor
22369,A668325,Beau,2013-12-06 13:55:00,Transfer,Partner,Dog,Intact Male,4 months,Greyhound,Tan/White
22370,A693861,Molly,2015-01-05 17:17:00,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White
22375,A679003,Billy,2014-09-22 18:47:00,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Black
22376,A692534,Lareine,2014-11-28 16:58:00,Adoption,,Dog,Spayed Female,1 year,Queensland Heeler/Pointer,Blue Tick
22377,A680218,Svi,2015-08-06 16:15:00,Transfer,Partner,Dog,Neutered Male,8 years,Cardigan Welsh Corgi,Tricolor
22379,A664784,Patch,2013-10-13 12:04:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull/Boxer,Red/White
22384,A697419,Autumn,2015-03-07 17:29:00,Adoption,,Dog,Spayed Female,2 years,Finnish Spitz,Red
22386,A667897,Layla,2013-11-26 18:22:00,Return_to_owner,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
22388,A694725,Mikey,2015-01-05 18:19:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black
22389,A718657,Schultz,2016-02-06 14:41:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Chocolate
22392,A672248,Mandy,2014-02-06 18:54:00,Return_to_owner,,Dog,Spayed Female,4 years,Flat Coat Retriever Mix,Black/White
22393,A666841,,2013-11-08 15:02:00,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever/Rottweiler,Black
22394,A677070,Channell,2014-04-19 12:50:00,Transfer,Partner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan
22396,A692756,Leo,2014-11-25 17:44:00,Return_to_owner,,Dog,Intact Male,3 years,Labrador Retriever Mix,White
22397,A706417,Abby,2015-07-02 17:29:00,Return_to_owner,,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
22398,A702172,Freddy,2015-05-14 17:31:00,Adoption,,Dog,Neutered Male,8 months,Cairn Terrier Mix,Black/Tan
22400,A677479,Tinker Bell,2014-05-01 17:05:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
22402,A681456,,2014-06-26 15:31:00,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever Mix,Tan/White
22403,A687253,Mini,2014-09-03 13:52:00,Transfer,Partner,Dog,Spayed Female,6 months,Miniature Schnauzer/Miniature Poodle,Gray
22404,A677829,Miguel,2014-05-27 15:59:00,Adoption,,Dog,Neutered Male,1 year,Miniature Pinscher/Chihuahua Shorthair,Black/Brown
22407,A641085,Buster,2015-05-27 15:04:00,Return_to_owner,,Dog,Neutered Male,4 years,Shih Tzu Mix,White/Tan
22408,A710252,,2015-08-24 17:02:00,Adoption,,Dog,Spayed Female,6 months,Blue Lacy Mix,Fawn
22409,A719571,Bo,2016-02-04 13:27:00,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,Tan
22413,A686349,Nova,2014-08-30 17:48:00,Adoption,,Dog,Spayed Female,5 months,Dachshund/Dachshund,Black
22414,A682294,Drake,2014-07-04 13:25:00,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Red
22415,A595590,Jo,2014-01-25 13:34:00,Transfer,Partner,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
22416,A671080,Princess,2014-04-24 13:11:00,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Yellow
22417,A671687,,2014-02-02 15:30:00,Euthanasia,Suffering,Dog,Spayed Female,13 years,Shetland Sheepdog Mix,Sable
22418,A695790,Roscoe,2015-01-27 11:57:00,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
22420,A717088,Ferguson,2015-12-12 18:15:00,Adoption,,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle/White
22422,A699172,Glacie,2015-03-30 12:07:00,Adoption,,Dog,Spayed Female,5 months,Catahoula Mix,Blue Merle/White
22423,A693754,Lindy,2014-12-21 18:03:00,Adoption,,Dog,Spayed Female,8 months,Rat Terrier Mix,White/Black
22424,A716147,Penny,2015-11-19 17:40:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
22425,A696556,Little Sox,2015-02-10 12:36:00,Transfer,Partner,Dog,Neutered Male,5 months,Chihuahua Shorthair/Jack Russell Terrier,Brown/White
22426,A716211,Buddy,2015-11-19 13:23:00,Return_to_owner,,Dog,Neutered Male,12 years,Boston Terrier Mix,Black/White
22427,A666538,Pasco,2013-11-13 16:35:00,Return_to_owner,,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/Black
22428,A670395,Riley,2014-03-14 15:05:00,Adoption,Foster,Dog,Neutered Male,6 years,Cairn Terrier Mix,Sable
22429,A716619,Diego,2015-12-03 18:58:00,Transfer,Partner,Dog,Intact Male,4 years,Pit Bull,Blue/White
22430,A697422,June,2015-03-04 11:19:00,Return_to_owner,,Dog,Spayed Female,3 years,American Bulldog,White/Brown Brindle
22431,A716832,Ollie,2015-11-28 15:35:00,Return_to_owner,,Dog,Spayed Female,5 years,Boxer Mix,Red/White
22434,A716353,Jax,2016-01-02 18:42:00,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Gray
22439,A691501,Chico,2014-11-16 15:45:00,Adoption,,Dog,Neutered Male,3 years,Pug/Beagle,Brown Brindle/White
22440,A679331,Louie,2014-06-02 19:00:00,Adoption,,Dog,Neutered Male,10 months,Chihuahua Shorthair/Beagle,Buff/White
22442,A549214,Bella,2013-12-15 11:22:00,Return_to_owner,,Dog,Spayed Female,10 years,Pit Bull Mix,Brown
22443,A671566,Roswell,2014-01-27 18:32:00,Return_to_owner,,Dog,Neutered Male,16 years,German Shepherd Mix,Black
22449,A682083,Lily,2014-07-01 12:20:00,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Brown/White
22452,A665156,Baby Elic,2013-10-19 17:07:00,Adoption,,Dog,Spayed Female,10 months,Border Collie Mix,White/Black
22454,A684535,,2014-07-29 16:56:00,Adoption,,Dog,Neutered Male,3 months,Blue Lacy Mix,Blue/White
22455,A707159,,2015-07-09 10:26:00,Euthanasia,Suffering,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Cream
22457,A667174,Rusty,2013-11-17 17:54:00,Return_to_owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan/White
22460,A684410,Shiner,2014-09-15 15:22:00,Transfer,Partner,Dog,Neutered Male,7 years,Bluetick Hound,Blue Tick/Black
22462,A677895,,2014-05-05 13:12:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Australian Cattle Dog,Brown/White
22464,A672231,,2014-02-11 18:09:00,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Tan
22466,A706323,,2015-06-30 17:56:00,Adoption,,Dog,Spayed Female,2 months,Cocker Spaniel Mix,White/Black
22468,A693631,,2014-12-15 17:11:00,Adoption,,Dog,Neutered Male,3 years,Pomeranian Mix,Brown
22471,A678981,Paco,2014-05-18 11:39:00,Transfer,Partner,Dog,Neutered Male,2 months,Pit Bull Mix,Fawn/White
22473,A707884,Abby,2015-07-23 18:57:00,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Fawn
22474,A702373,Mane,2015-05-26 09:12:00,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White
22476,A688919,Rosco,2014-09-28 19:06:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Cream/White
22478,A720889,Junior,2016-02-18 18:05:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White
22479,A704490,,2015-06-05 16:03:00,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Plott Hound,Black Brindle/White
22480,A673644,,2014-03-03 16:58:00,Transfer,Partner,Dog,Neutered Male,4 months,Dachshund Wirehair Mix,Black/Tan
22482,A711712,Sydney,2016-02-13 12:53:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull/Weimaraner,Blue
22484,A655866,Luna,2013-10-13 14:30:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
22485,A687599,Cai,2014-09-12 18:28:00,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,White/Brown
22486,A632012,Austin,2014-01-18 15:20:00,Adoption,Offsite,Dog,Neutered Male,1 year,Labrador Retriever,Brown
22488,A678918,,2014-05-14 13:16:00,Transfer,Partner,Dog,Unknown,1 year,Cairn Terrier Mix,Brown
22490,A690154,,2014-10-19 18:39:00,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Brown/White
22492,A705670,Odie,2015-06-26 14:00:00,Adoption,,Dog,Spayed Female,1 year,Dachshund/Beagle,White/Brown
22493,A697691,Tommy,2015-04-16 16:02:00,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier/Jack Russell Terrier,Tricolor
22494,A691535,Snoop,2014-11-17 17:48:00,Return_to_owner,,Dog,Neutered Male,5 years,Beagle,Tricolor
22495,A666901,Oden,2013-11-19 11:58:00,Return_to_owner,,Dog,Neutered Male,3 years,Boxer Mix,Brown Brindle
22496,A709187,Pancha,2015-08-06 11:37:00,Return_to_owner,,Dog,Spayed Female,10 years,Norfolk Terrier/Chihuahua Shorthair,White
22502,A705601,Hank,2015-10-17 13:50:00,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Tan
22503,A714553,Boxer,2015-11-30 13:59:00,Transfer,Partner,Dog,Neutered Male,2 years,Chinese Sharpei,White/Tan
22507,A718326,Jenny,2016-01-01 15:43:00,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Tan
22509,A711762,Muneca,2015-10-07 16:31:00,Transfer,Partner,Dog,Intact Female,1 year,Maltese Mix,White
22511,A709873,Linda,2015-08-17 17:22:00,Return_to_owner,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan
22512,A702083,Cudi,2015-05-10 12:24:00,Return_to_owner,,Dog,Intact Male,6 years,Pug Mix,Brown
22518,A674484,Beans,2014-04-19 16:10:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Black/Tan
22521,A707146,Estrella,2015-07-09 19:42:00,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/Black
22522,A676034,Egypt,2014-04-06 18:40:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Pug,Black
22524,A699785,,2015-04-02 17:26:00,Transfer,Partner,Dog,Neutered Male,5 months,Shih Tzu,White/Blue Merle
22525,A668707,,2013-12-27 12:54:00,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
22526,A718444,Rolf,2016-01-04 11:06:00,Transfer,Partner,Dog,Neutered Male,8 years,Dachshund Mix,Black/Brown
22530,A675325,Hormiga,2014-05-26 15:09:00,Return_to_owner,,Dog,Spayed Female,2 years,Great Pyrenees Mix,Cream
22531,A682180,,2014-06-29 18:22:00,Adoption,,Dog,Neutered Male,2 months,Border Terrier/Chihuahua Shorthair,Brown
22532,A674336,Max,2014-03-16 17:09:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Tan
22534,A673343,Baby,2014-02-25 18:04:00,Adoption,,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,Black/White
22535,A692890,Candy,2014-12-10 08:23:00,Adoption,Foster,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White
22537,A688085,Gina,2014-09-14 16:06:00,Return_to_owner,,Dog,Spayed Female,10 years,Miniature Poodle Mix,White
22539,A715992,Joey,2015-11-18 19:13:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White
22541,A697237,Pinto,2015-02-26 18:21:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Brown
22542,A690494,,2014-10-26 12:49:00,Transfer,Partner,Dog,Neutered Male,1 month,Cairn Terrier/Chihuahua Shorthair,Yellow/White
22545,A714311,Pickles,2016-02-15 12:40:00,Adoption,,Dog,Spayed Female,7 years,Smooth Fox Terrier Mix,Tricolor
22546,A668304,,2014-01-30 12:20:00,Adoption,Foster,Dog,Spayed Female,11 months,Labrador Retriever/Dachshund,Black/White
22548,A696493,Lotus,2015-03-08 14:30:00,Adoption,,Dog,Spayed Female,13 years,Australian Cattle Dog Mix,Red Tick
22554,A652505,Sheba,2013-12-15 15:55:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
22555,A663932,Sebastian,2015-04-13 18:22:00,Return_to_owner,,Dog,Neutered Male,2 years,Harrier Mix,Brown/White
22556,A693871,,2014-12-20 18:44:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn
22557,A715347,Captain,2015-12-04 14:17:00,Transfer,Partner,Dog,Neutered Male,1 year,German Shepherd,Sable/Brown
22562,A710370,Guru Ramdas,2015-08-23 19:13:00,Return_to_owner,,Dog,Neutered Male,2 months,German Shepherd Mix,Red
22565,A718797,Tommy,2016-01-14 15:34:00,Adoption,,Dog,Neutered Male,1 year,Beagle/Chihuahua Shorthair,Tricolor
22567,A690335,,2014-10-22 19:13:00,Adoption,,Dog,Spayed Female,10 months,Belgian Sheepdog Mix,Black/Cream
22568,A693848,Cuddles,2014-12-17 17:52:00,Return_to_owner,,Dog,Neutered Male,2 years,Maltese Mix,White
22569,A709040,Raven,2015-11-30 11:58:00,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/White
22571,A642325,Rocky Road,2014-05-26 12:41:00,Adoption,,Dog,Neutered Male,3 years,German Shepherd/Doberman Pinsch,Chocolate/Tan
22572,A696898,Carmel,2015-02-19 17:44:00,Return_to_owner,,Dog,Intact Female,5 years,Pit Bull Mix,Brown
22575,A667960,,2013-12-03 18:53:00,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier/Chihuahua Shorthair,Tan
